Address State,Application Type,Emp Length,Emp Title,Good vs Bad Loan,Good vs Bad Loan (copy),Grade,Home Ownership,Id,Issue Date,Last Credit Pull Date,Last Payment Date,Loan Status,Member Id,Months,Next Payment Date,Purpose,Sub Grade,Term,Verification Status,Annual Income,AVG DTI Rate,Avg Interest rate,Bad  Loan % ,Bad Loan Amount Received,Bad Loan Application,Bad Loan Funded Amount,Dti,Dynamic Measure,Good Loan %,Good Loan Amount Received,Good Loan Application,Good Loan Funded Amount,Installment,Int Rate,Loan Amount,Total Acc,Total Funded Amount,Total Funded Amount (copy),Total Loan Application,Total Payment,Total Received Amount,default_probability,default_risk
NY,INDIVIDUAL,10+ years,Schenectady City Schools,Good Loan,Good Loan,3,0,554489,7/10/2021,8/13/2021,8/13/2021,0,714254,7/1/2021 12:00:00 AM,9/13/2021,10,D3,0,Not Verified,87000.0,0.223000005,0.1558,0,,0,,0.223000005,1,1,6039.0,1,4800.0,167.770004272,0.1558,4800,38,4800,4800,1,6039,6039,0.22010345360963163,Low
AZ,INDIVIDUAL,2 years,Northrop Grumman,Good Loan,Good Loan,3,0,554515,7/10/2021,8/14/2021,8/14/2021,0,714286,7/1/2021 12:00:00 AM,9/14/2021,4,D2,1,Verified,59004.0,0.147,0.152099997,0,,0,,0.147,1,1,15521.0,1,11000.0,262.910003662,0.152099997,11000,38,11000,11000,1,15521,15521,0.2682936206461026,Medium
MA,INDIVIDUAL,4 years,Massachusetts State Police,Good Loan,Good Loan,1,0,554533,8/10/2021,8/13/2021,8/13/2021,0,714304,8/1/2021 12:00:00 AM,9/13/2021,0,B5,0,Verified,150000.0,0.046799999,0.118600003,0,,0,,0.046799999,1,1,9308.0,1,7800.0,258.559997559,0.118600003,7800,35,7800,7800,1,9308,9308,0.1758260059293816,Low
AZ,INDIVIDUAL,5 years,city of tempe,Good Loan,Good Loan,2,0,554536,8/10/2021,4/15/2021,4/15/2021,0,714308,8/1/2021 12:00:00 AM,5/15/2021,0,C2,1,Verified,44000.0,0.161200002,0.136099994,0,,0,,0.161200002,1,1,14385.0,1,10400.0,239.899993896,0.136099994,10400,22,10400,10400,1,14385,14385,0.2508188526053661,Medium
MD,INDIVIDUAL,5 years,Niebauer Dental Care,Good Loan,Good Loan,1,0,554595,8/10/2021,11/12/2021,11/12/2021,0,714371,8/1/2021 12:00:00 AM,12/12/2021,1,B3,1,Verified,102000.0,0.179100007,0.111199997,0,,0,,0.179100007,1,1,20504.0,1,17000.0,370.640014648,0.111199997,17000,27,17000,17000,1,20504,20504,0.15939246765754195,Low
CA,INDIVIDUAL,4 years,Zaccho Dance Theatre,Good Loan,Good Loan,2,4,554615,8/10/2021,12/15/2021,8/13/2021,0,714397,8/1/2021 12:00:00 AM,9/13/2021,0,C3,0,Source Verified,57500.0,0.023600001,0.139799997,0,,0,,0.023600001,1,1,3106.0,1,2525.0,86.279998779,0.139799997,2525,10,2525,2525,1,3106,3106,0.2127826196230575,Low
MA,INDIVIDUAL,10+ years,Liberty Murual,Good Loan,Good Loan,5,4,554660,8/10/2021,7/14/2021,7/13/2021,0,714451,8/1/2021 12:00:00 AM,8/13/2021,0,F1,0,Verified,84500.0,0.202199996,0.182999998,0,,0,,0.202199996,1,1,32603.0,1,25000.0,907.58001709,0.182999998,25000,26,25000,25000,1,32603,32603,0.160633888843372,Low
CA,INDIVIDUAL,8 years,El Monte Community Credit Union,Good Loan,Good Loan,0,3,554674,7/10/2021,8/13/2021,8/13/2021,0,714465,7/1/2021 12:00:00 AM,9/13/2021,0,A4,0,Not Verified,115000.0,0.082599998,0.075099997,0,,0,,0.082599998,1,1,11200.0,1,10000.0,311.109985352,0.075099997,10000,45,10000,10000,1,11200,11200,0.11243449221481151,Low
TX,INDIVIDUAL,10+ years,Dell Services,Good Loan,Good Loan,3,4,554689,7/10/2021,5/16/2021,8/12/2021,0,714480,7/1/2021 12:00:00 AM,9/12/2021,0,D2,0,Source Verified,125000.0,0.183899999,0.152099997,0,,0,,0.183899999,1,1,9746.0,1,8000.0,278.149993896,0.152099997,8000,32,8000,8000,1,9746,9746,0.2062752708239433,Low
NJ,INDIVIDUAL,10+ years,Penguin Group USA Inc.,Good Loan,Good Loan,3,3,554725,7/10/2021,5/16/2021,8/13/2021,0,714521,7/1/2021 12:00:00 AM,9/13/2021,0,D1,0,Source Verified,44000.0,0.224999994,0.148399994,0,,0,,0.224999994,1,1,9339.0,1,7500.0,259.410003662,0.148399994,7500,46,7500,7500,1,9339,9339,0.21919800719300744,Low
GA,INDIVIDUAL,1 year,Comcast,Good Loan,Good Loan,2,4,554726,8/10/2021,4/13/2021,2/11/2021,0,714503,8/1/2021 12:00:00 AM,3/11/2021,0,C3,0,Source Verified,50000.0,0.131300002,0.139799997,0,,0,,0.131300002,1,1,8392.0,1,8000.0,273.350006104,0.139799997,8000,4,8000,8000,1,8392,8392,0.17148469620022844,Low
NY,INDIVIDUAL,9 years,local union 3,Good Loan,Good Loan,1,0,554733,8/10/2021,12/14/2021,9/12/2021,0,714523,8/1/2021 12:00:00 AM,10/12/2021,0,B5,1,Source Verified,150000.0,0.077100001,0.118600003,0,,0,,0.077100001,1,1,19324.0,1,16000.0,354.790008545,0.118600003,16000,27,16000,16000,1,19324,19324,0.17200846306077547,Low
NY,INDIVIDUAL,1 year,Golub Capital,Good Loan,Good Loan,1,4,554736,7/10/2021,5/16/2021,8/13/2021,0,714529,7/1/2021 12:00:00 AM,9/13/2021,8,B3,0,Source Verified,33280.0,0.124799997,0.111199997,0,,0,,0.124799997,1,1,6494.0,1,5500.0,180.380004883,0.111199997,5500,15,5500,5500,1,6494,6494,0.1262794117612031,Low
KY,INDIVIDUAL,9 years,Derby Dental laboratory,Good Loan,Good Loan,0,4,554739,7/10/2021,8/13/2021,8/13/2021,0,714532,7/1/2021 12:00:00 AM,9/13/2021,6,A2,0,Not Verified,46800.0,0.105400003,0.067599997,0,,0,,0.105400003,1,1,5538.0,1,5000.0,153.839996338,0.067599997,5000,38,5000,5000,1,5538,5538,0.11090075127350114,Low
LA,INDIVIDUAL,4 years,Bourbon Pub & Parade,Good Loan,Good Loan,0,4,554746,7/10/2021,5/16/2021,8/12/2021,0,714539,7/1/2021 12:00:00 AM,9/12/2021,0,A4,0,Verified,30000.0,0.0612,0.075099997,0,,0,,0.0612,1,1,6631.0,1,6000.0,186.669998169,0.075099997,6000,14,6000,6000,1,6631,6631,0.1255314283669048,Low
IL,INDIVIDUAL,3 years,Museum of Contemporary Art,Bad Loan,Bad Loan,3,4,554767,8/10/2021,9/15/2021,4/15/2021,1,714562,8/1/2021 12:00:00 AM,5/15/2021,9,D3,1,Source Verified,41004.0,0.189300001,0.1558,1,12298.0,1,9000.0,0.189300001,1,0,,0,,216.86000061,0.1558,9000,22,9000,9000,1,12298,12298,0.2121840497323084,Low
MD,INDIVIDUAL,2 years,"Data Matrix Solutions, Inc.",Good Loan,Good Loan,3,0,554768,7/10/2021,2/14/2021,8/13/2021,0,714563,7/1/2021 12:00:00 AM,9/13/2021,4,D4,0,Source Verified,48000.0,0.126000002,0.159500003,0,,0,,0.126000002,1,1,10119.0,1,8000.0,281.059997559,0.159500003,8000,7,8000,8000,1,10119,10119,0.22865898241350865,Low
CA,INDIVIDUAL,10+ years,ups,Bad Loan,Bad Loan,4,4,554783,8/10/2021,5/16/2021,9/11/2021,1,714579,8/1/2021 12:00:00 AM,10/11/2021,0,E2,1,Verified,56400.0,0.196799994,0.168200001,1,5820.0,1,19600.0,0.196799994,1,0,,0,,485.220001221,0.168200001,19600,16,19600,19600,1,5820,5820,0.2157747770664816,Low
DC,INDIVIDUAL,5 years,United States Patent and Trademark,Good Loan,Good Loan,1,4,554790,9/10/2021,10/14/2021,7/12/2021,0,714585,9/1/2021 12:00:00 AM,8/12/2021,1,B2,0,Verified,106000.0,0.133000001,0.107500002,0,,0,,0.133000001,1,1,17176.0,1,15000.0,489.309997559,0.107500002,15000,28,15000,15000,1,17176,17176,0.10353552621435869,Low
NJ,INDIVIDUAL,2 years,GAL Manufacturing,Good Loan,Good Loan,1,4,554798,7/10/2021,1/15/2021,8/13/2021,0,714593,7/1/2021 12:00:00 AM,9/13/2021,6,B4,0,Verified,72996.0,0.0561,0.1149,0,,0,,0.0561,1,1,6528.0,1,5500.0,181.350006104,0.1149,5500,11,5500,5500,1,6528,6528,0.13428119594504745,Low
WA,INDIVIDUAL,< 1 year,Cobalt Mortgage,Good Loan,Good Loan,2,4,554813,8/10/2021,7/14/2021,3/11/2021,0,714611,8/1/2021 12:00:00 AM,4/11/2021,9,C1,1,Source Verified,42840.0,0.1109,0.132300004,0,,0,,0.1109,1,1,10744.0,1,10000.0,228.710006714,0.132300004,10000,17,10000,10000,1,10744,10744,0.1708312359653297,Low
VA,INDIVIDUAL,< 1 year,Gala Industries,Good Loan,Good Loan,2,4,554815,8/10/2021,5/16/2021,5/13/2021,0,714613,8/1/2021 12:00:00 AM,6/13/2021,4,C4,0,Not Verified,31000.0,0.123099998,0.1435,0,,0,,0.123099998,1,1,6171.0,1,5000.0,171.740005493,0.1435,5000,8,5000,5000,1,6171,6171,0.17404406463274366,Low
NJ,INDIVIDUAL,1 year,Hospice of New Jersey,Good Loan,Good Loan,1,4,554824,7/10/2021,3/16/2021,3/13/2021,0,714622,7/1/2021 12:00:00 AM,4/13/2021,0,B5,0,Verified,72000.0,0.2192,0.118600003,0,,0,,0.2192,1,1,7132.0,1,6000.0,198.88999939,0.118600003,6000,30,6000,6000,1,7132,7132,0.1501422313781043,Low
AL,INDIVIDUAL,1 year,City of Opelika/Cooper Memorial Library,Good Loan,Good Loan,2,4,554839,7/10/2021,8/15/2021,8/14/2021,0,714639,7/1/2021 12:00:00 AM,9/14/2021,13,C2,1,Source Verified,42000.0,0.126900002,0.136099994,0,,0,,0.126900002,1,1,13661.0,1,10000.0,230.669998169,0.136099994,10000,19,10000,10000,1,13661,13661,0.15414298586378417,Low
CA,INDIVIDUAL,5 years,UBS,Good Loan,Good Loan,3,4,554888,7/10/2021,7/12/2021,1/12/2021,0,714689,7/1/2021 12:00:00 AM,2/12/2021,2,D5,1,Verified,92000.0,0.097000003,0.163200006,0,,0,,0.097000003,1,1,16935.0,1,14000.0,342.839996338,0.163200006,14000,20,14000,14000,1,16935,16935,0.21151072501965504,Low
MD,INDIVIDUAL,9 years,ComTech Systems Inc,Good Loan,Good Loan,1,0,554889,8/10/2021,5/16/2021,8/13/2021,0,714690,8/1/2021 12:00:00 AM,9/13/2021,8,B5,0,Verified,72000.0,0.0372,0.118600003,0,,0,,0.0372,1,1,17942.0,1,15000.0,497.220001221,0.118600003,15000,14,15000,15000,1,17942,17942,0.10803506459838509,Low
CA,INDIVIDUAL,10+ years,Line 6,Good Loan,Good Loan,0,0,554909,7/10/2021,5/16/2021,11/12/2021,0,714715,7/1/2021 12:00:00 AM,12/12/2021,0,A5,0,Source Verified,140000.0,0.071699999,0.0788,0,,0,,0.071699999,1,1,13363.0,1,12000.0,375.380004883,0.0788,12000,28,12000,12000,1,13363,13363,0.1219829192695523,Low
AZ,INDIVIDUAL,4 years,Arizona State University,Good Loan,Good Loan,1,4,554912,8/10/2021,10/13/2021,10/13/2021,0,714718,8/1/2021 12:00:00 AM,11/13/2021,0,B5,1,Source Verified,60000.0,0.143399999,0.118600003,0,,0,,0.143399999,1,1,21746.0,1,17000.0,376.959991455,0.118600003,17000,17,17000,17000,1,21746,21746,0.13348463260881746,Low
CA,INDIVIDUAL,6 years,"Kimmik, Inc.",Good Loan,Good Loan,2,4,554924,7/10/2021,2/12/2021,2/12/2021,0,714732,7/1/2021 12:00:00 AM,3/12/2021,0,C4,0,Source Verified,50000.0,0.150999993,0.1435,0,,0,,0.150999993,1,1,20896.0,1,18000.0,618.270019531,0.1435,18000,26,18000,18000,1,20896,20896,0.1156409073397313,Low
OK,INDIVIDUAL,10+ years,grda,Good Loan,Good Loan,0,0,554925,7/10/2021,10/11/2021,10/11/2021,0,714733,7/1/2021 12:00:00 AM,11/11/2021,2,A4,0,Not Verified,60000.0,0.140200004,0.075099997,0,,0,,0.140200004,1,1,14487.0,1,13500.0,420.0,0.075099997,13500,35,13500,13500,1,14487,14487,0.10786414869990864,Low
NY,INDIVIDUAL,10+ years,panalpina,Bad Loan,Bad Loan,1,0,554929,8/10/2021,3/16/2021,3/15/2021,1,714737,8/1/2021 12:00:00 AM,4/15/2021,0,B5,1,Verified,102000.0,0.108199999,0.118600003,1,30284.0,1,25000.0,0.108199999,1,0,,0,,554.349975586,0.118600003,25000,30,25000,25000,1,30284,30284,0.12061591262319257,Low
PA,INDIVIDUAL,10+ years,mailquip,Good Loan,Good Loan,1,0,554959,7/10/2021,12/15/2021,8/15/2021,0,714767,7/1/2021 12:00:00 AM,9/15/2021,9,B1,1,Source Verified,93000.0,0.0052,0.103799999,0,,0,,0.0052,1,1,6173.0,1,4800.0,102.88999939,0.103799999,4800,36,4800,4800,1,6173,6173,0.21123152936992046,Low
WI,INDIVIDUAL,< 1 year,Aurora Healthcare,Good Loan,Good Loan,0,4,554993,8/10/2021,9/14/2021,6/11/2021,0,710646,8/1/2021 12:00:00 AM,7/11/2021,0,A4,0,Not Verified,58000.0,0.136800006,0.075099997,0,,0,,0.136800006,1,1,18417.0,1,17475.0,543.66998291,0.075099997,17475,25,17475,17475,1,18417,18417,0.07754419053675965,Low
CA,INDIVIDUAL,10+ years,City of Thousand Oaks,Good Loan,Good Loan,1,0,554994,8/10/2021,9/13/2021,9/13/2021,0,714815,8/1/2021 12:00:00 AM,10/13/2021,1,B1,1,Verified,72000.0,0.068499997,0.103799999,0,,0,,0.068499997,1,1,10527.0,1,8500.0,182.199996948,0.103799999,8500,39,8500,8500,1,10527,10527,0.22152158934326557,Low
TX,INDIVIDUAL,5 years,Rackspace,Good Loan,Good Loan,1,4,555005,7/10/2021,12/12/2021,12/12/2021,0,714828,7/1/2021 12:00:00 AM,1/12/2022,6,B2,0,Source Verified,52000.0,0.1193,0.107500002,0,,0,,0.1193,1,1,22029.0,1,19000.0,619.789978027,0.107500002,19000,11,19000,19000,1,22029,22029,0.07668129142610844,Low
AL,INDIVIDUAL,< 1 year,Lockheed,Good Loan,Good Loan,4,0,555010,7/10/2021,11/14/2021,10/14/2021,0,714833,7/1/2021 12:00:00 AM,11/14/2021,0,E1,1,Not Verified,30000.0,0.101199999,0.164499998,0,,0,,0.101199999,1,1,2912.0,1,2000.0,49.119998932,0.164499998,2000,16,2000,2000,1,2912,2912,0.442780222071256,High
CA,INDIVIDUAL,5 years,Skinit Inc,Good Loan,Good Loan,0,3,555021,7/10/2021,2/12/2021,2/12/2021,0,714845,7/1/2021 12:00:00 AM,3/12/2021,0,A5,0,Source Verified,91000.0,0.167999998,0.0788,0,,0,,0.167999998,1,1,16387.0,1,15000.0,469.220001221,0.0788,15000,20,15000,15000,1,16387,16387,0.09045243022520123,Low
IL,INDIVIDUAL,9 years,mount sinai hospital,Good Loan,Good Loan,1,0,555040,8/10/2021,5/13/2021,5/13/2021,0,714866,8/1/2021 12:00:00 AM,6/13/2021,1,B1,1,Verified,72000.0,0.0033,0.103799999,0,,0,,0.0033,1,1,10383.0,1,8500.0,182.199996948,0.103799999,8500,12,8500,8500,1,10383,10383,0.22334525397473726,Low
NY,INDIVIDUAL,< 1 year,Crossix Solutions,Good Loan,Good Loan,2,4,555047,8/10/2021,5/16/2021,2/13/2021,0,714873,8/1/2021 12:00:00 AM,3/13/2021,2,C2,0,Not Verified,60000.0,0.108999997,0.136099994,0,,0,,0.108999997,1,1,10943.0,1,9000.0,305.899993896,0.136099994,9000,21,9000,9000,1,10943,10943,0.15754176703929976,Low
GA,INDIVIDUAL,8 years,chilis,Good Loan,Good Loan,3,0,555060,7/10/2021,8/13/2021,8/13/2021,0,714893,7/1/2021 12:00:00 AM,9/13/2021,0,D2,0,Verified,50004.0,0.115699999,0.152099997,0,,0,,0.115699999,1,1,9013.0,1,7200.0,250.339996338,0.152099997,7200,23,7200,7200,1,9013,9013,0.2578262464509198,Medium
CA,INDIVIDUAL,6 years,LACUSC Medical Center,Good Loan,Good Loan,3,0,555062,8/10/2021,12/13/2021,11/13/2021,0,714894,8/1/2021 12:00:00 AM,12/13/2021,0,D2,1,Verified,104149.203125,0.167799994,0.152099997,0,,0,,0.167799994,1,1,20899.0,1,15250.0,364.480010986,0.152099997,15250,43,15250,15250,1,20899,20899,0.2534000381823717,Medium
CO,INDIVIDUAL,2 years,Green Fine Salad Co.,Good Loan,Good Loan,4,4,555064,8/10/2021,5/16/2021,6/15/2021,0,714896,8/1/2021 12:00:00 AM,7/15/2021,0,E2,1,Source Verified,45000.0,0.223199993,0.168200001,0,,0,,0.223199993,1,1,19301.0,1,13000.0,321.829986572,0.168200001,13000,29,13000,13000,1,19301,19301,0.2701277593983929,Medium
CA,INDIVIDUAL,1 year,Debbie Allen Dance Academy,Good Loan,Good Loan,1,4,555069,8/10/2021,8/13/2021,8/13/2021,0,714902,8/1/2021 12:00:00 AM,9/13/2021,9,B1,0,Verified,23004.0,0.219600007,0.103799999,0,,0,,0.219600007,1,1,7301.0,1,6250.0,202.789993286,0.103799999,6250,17,6250,6250,1,7301,7301,0.11784442628680043,Low
OR,INDIVIDUAL,6 years,,Good Loan,Good Loan,0,0,555078,7/10/2021,11/15/2021,6/11/2021,0,714910,7/1/2021 12:00:00 AM,7/11/2021,6,A2,0,Not Verified,36000.0,0.057999998,0.067599997,0,,0,,0.057999998,1,1,4117.0,1,4000.0,123.069999695,0.067599997,4000,16,4000,4000,1,4117,4117,0.14361358191550452,Low
TX,INDIVIDUAL,2 years,FedEx Ground,Good Loan,Good Loan,1,4,555085,7/10/2021,5/16/2021,1/14/2021,0,714923,7/1/2021 12:00:00 AM,2/14/2021,0,B4,1,Verified,41000.0,0.187600002,0.1149,0,,0,,0.187600002,1,1,14100.0,1,11000.0,241.869995117,0.1149,11000,21,11000,11000,1,14100,14100,0.16744120663043374,Low
PA,INDIVIDUAL,5 years,Penn Mutual,Good Loan,Good Loan,1,0,555109,7/10/2021,3/16/2021,5/12/2021,0,714949,7/1/2021 12:00:00 AM,6/12/2021,9,B5,0,Source Verified,48600.0,0.173299998,0.118600003,0,,0,,0.173299998,1,1,6937.0,1,6000.0,198.88999939,0.118600003,6000,23,6000,6000,1,6937,6937,0.14769418858456781,Low
MD,INDIVIDUAL,5 years,Baltimore County Public Schools,Good Loan,Good Loan,1,0,555123,7/10/2021,5/16/2021,8/13/2021,0,714966,7/1/2021 12:00:00 AM,9/13/2021,13,B1,0,Not Verified,47000.0,0.142499998,0.103799999,0,,0,,0.142499998,1,1,5841.0,1,5000.0,162.229995728,0.103799999,5000,32,5000,5000,1,5841,5841,0.13936193491247448,Low
NY,INDIVIDUAL,6 years,Health & Hospital Corporation/MetroPlus,Good Loan,Good Loan,2,4,555137,7/10/2021,8/15/2021,8/15/2021,0,714989,7/1/2021 12:00:00 AM,9/15/2021,12,C2,1,Source Verified,70000.0,0.115500003,0.136099994,0,,0,,0.115500003,1,1,8304.0,1,6000.0,138.399993896,0.136099994,6000,13,6000,6000,1,8304,8304,0.18416090195733967,Low
VA,INDIVIDUAL,10+ years,The Karate Studio,Good Loan,Good Loan,1,4,555139,8/10/2021,12/11/2021,11/11/2021,0,714992,8/1/2021 12:00:00 AM,12/11/2021,0,B5,0,Verified,24000.0,0.0,0.118600003,0,,0,,0.0,1,1,11230.0,1,10000.0,331.480010986,0.118600003,10000,8,10000,10000,1,11230,11230,0.1323528735391214,Low
TX,INDIVIDUAL,7 years,URS Corporation,Good Loan,Good Loan,2,0,555181,7/10/2021,5/16/2021,8/15/2021,0,715038,7/1/2021 12:00:00 AM,9/15/2021,6,C2,1,Source Verified,84880.0,0.086099997,0.136099994,0,,0,,0.086099997,1,1,5813.0,1,4200.0,96.879997253,0.136099994,4200,20,4200,4200,1,5813,5813,0.2730444368743734,Medium
MO,INDIVIDUAL,2 years,Scottrade,Good Loan,Good Loan,0,3,555191,7/10/2021,3/16/2021,5/12/2021,0,715049,7/1/2021 12:00:00 AM,6/12/2021,4,A5,0,Verified,35000.0,0.017999999,0.0788,0,,0,,0.017999999,1,1,12120.0,1,11000.0,344.100006104,0.0788,11000,22,11000,11000,1,12120,12120,0.09784880904620442,Low
IL,INDIVIDUAL,10+ years,ADVANCED DATA SYSTEMS,Bad Loan,Bad Loan,3,0,555219,7/10/2021,1/12/2021,8/11/2021,1,715082,7/1/2021 12:00:00 AM,9/11/2021,0,D3,1,Not Verified,40000.0,0.0164,0.1558,1,3604.0,1,11000.0,0.0164,1,0,,0,,265.059997559,0.1558,11000,30,11000,11000,1,3604,3604,0.296762495303182,Medium
VA,INDIVIDUAL,10+ years,Scott E Bittler,Bad Loan,Bad Loan,3,4,555232,7/10/2021,5/16/2021,1/11/2021,1,715101,7/1/2021 12:00:00 AM,2/11/2021,0,D2,1,Not Verified,32000.0,0.209299996,0.152099997,1,834.0,1,7000.0,0.209299996,1,0,,0,,167.309997559,0.152099997,7000,21,7000,7000,1,834,834,0.2780671296157717,Medium
CA,INDIVIDUAL,5 years,U.S. Air Force,Bad Loan,Bad Loan,4,4,555237,8/10/2021,8/12/2021,4/12/2021,1,708976,8/1/2021 12:00:00 AM,5/12/2021,9,E4,1,Verified,44000.0,0.130400002,0.175600007,1,5048.0,1,10000.0,0.130400002,1,0,,0,,251.550003052,0.175600007,10000,12,10000,10000,1,5048,5048,0.24741402897563528,Low
AR,INDIVIDUAL,4 years,NWMC Springdale AR,Good Loan,Good Loan,2,4,555263,7/10/2021,12/10/2021,12/10/2021,0,715134,7/1/2021 12:00:00 AM,1/10/2022,12,C3,0,Not Verified,54000.0,0.226400003,0.139799997,0,,0,,0.226400003,1,1,2613.0,1,2500.0,85.419998169,0.139799997,2500,15,2500,2500,1,2613,2613,0.15456982104500888,Low
MI,INDIVIDUAL,10+ years,Kent County Road Commission,Good Loan,Good Loan,2,0,555295,7/10/2021,5/16/2021,8/15/2021,0,715167,7/1/2021 12:00:00 AM,9/15/2021,2,C3,1,Not Verified,125000.0,0.128099993,0.139799997,0,,0,,0.128099993,1,1,6977.0,1,5000.0,116.290000916,0.139799997,5000,44,5000,5000,1,6977,6977,0.2884212477482352,Medium
FL,INDIVIDUAL,3 years,Hubbard Construction Company,Good Loan,Good Loan,0,0,555319,7/10/2021,2/16/2021,6/12/2021,0,715197,7/1/2021 12:00:00 AM,7/12/2021,0,A5,0,Not Verified,60000.0,0.244000003,0.0788,0,,0,,0.244000003,1,1,7688.0,1,7000.0,218.970001221,0.0788,7000,43,7000,7000,1,7688,7688,0.1450699279577706,Low
FL,INDIVIDUAL,5 years,carey limousine,Good Loan,Good Loan,2,4,555364,7/10/2021,8/13/2021,8/13/2021,0,715247,7/1/2021 12:00:00 AM,9/13/2021,2,C3,0,Not Verified,50000.0,0.163200006,0.139799997,0,,0,,0.163200006,1,1,12302.0,1,10000.0,341.679992676,0.139799997,10000,16,10000,10000,1,12302,12302,0.15041841605237338,Low
FL,INDIVIDUAL,10+ years,PRC,Bad Loan,Bad Loan,3,0,555383,8/10/2021,10/13/2021,4/13/2021,1,715274,8/1/2021 12:00:00 AM,5/13/2021,13,D3,1,Verified,56898.0,0.0726,0.1558,1,8032.0,1,10000.0,0.0726,1,0,,0,,240.960006714,0.1558,10000,17,10000,10000,1,8032,8032,0.22872344919059534,Low
PA,INDIVIDUAL,4 years,Diakon Wilderness Center,Good Loan,Good Loan,3,4,555452,9/10/2021,3/13/2021,3/13/2021,0,715348,9/1/2021 12:00:00 AM,4/13/2021,6,D2,0,Source Verified,32760.0,0.0031,0.152099997,0,,0,,0.0031,1,1,6214.0,1,5000.0,173.850006104,0.152099997,5000,9,5000,5000,1,6214,6214,0.2040398986776805,Low
NY,INDIVIDUAL,4 years,Gas Turbine Efficeincy,Good Loan,Good Loan,3,4,555478,8/10/2021,7/12/2021,6/12/2021,0,715377,8/1/2021 12:00:00 AM,7/12/2021,0,D4,0,Verified,65000.0,0.241500005,0.159500003,0,,0,,0.241500005,1,1,25864.0,1,21250.0,746.570007324,0.159500003,21250,24,21250,21250,1,25864,25864,0.12332195077584407,Low
MN,INDIVIDUAL,10+ years,Lindquist & Vennum P.L.L.P.,Good Loan,Good Loan,5,4,555496,7/10/2021,12/15/2021,8/15/2021,0,715397,7/1/2021 12:00:00 AM,9/15/2021,2,F2,1,Source Verified,36000.0,0.046999998,0.186700001,0,,0,,0.046999998,1,1,11592.0,1,7500.0,193.199996948,0.186700001,7500,6,7500,7500,1,11592,11592,0.36837200237035816,Medium
FL,INDIVIDUAL,4 years,NRT REOexperts,Good Loan,Good Loan,2,0,555522,8/10/2021,8/12/2021,8/12/2021,0,715427,8/1/2021 12:00:00 AM,9/12/2021,0,C1,0,Not Verified,64000.0,0.168400005,0.132300004,0,,0,,0.168400005,1,1,16454.0,1,14000.0,473.269989014,0.132300004,14000,22,14000,14000,1,16454,16454,0.1664370437570248,Low
NY,INDIVIDUAL,10+ years,Anheuser Busch Inc.,Good Loan,Good Loan,2,0,555528,8/10/2021,7/13/2021,7/13/2021,0,712468,8/1/2021 12:00:00 AM,8/13/2021,4,C1,0,Verified,81600.0,0.165099993,0.132300004,0,,0,,0.165099993,1,1,15817.0,1,13000.0,439.470001221,0.132300004,13000,20,13000,13000,1,15817,15817,0.15646633010998467,Low
FL,INDIVIDUAL,10+ years,Buckeye Florida Corp.,Good Loan,Good Loan,0,0,555531,7/10/2021,6/14/2021,8/13/2021,0,715436,7/1/2021 12:00:00 AM,9/13/2021,4,A4,0,Not Verified,55704.0,0.1109,0.075099997,0,,0,,0.1109,1,1,9408.0,1,8400.0,261.339996338,0.075099997,8400,14,8400,8400,1,9408,9408,0.12614417040457707,Low
HI,INDIVIDUAL,1 year,Just Dreams,Good Loan,Good Loan,2,4,555546,7/10/2021,5/16/2021,8/13/2021,0,715451,7/1/2021 12:00:00 AM,9/13/2021,0,C5,0,Source Verified,34800.0,0.118600003,0.147200003,0,,0,,0.118600003,1,1,2611.0,1,2100.0,72.510002136,0.147200003,2100,12,2100,2100,1,2611,2611,0.21333470402422613,Low
TX,INDIVIDUAL,< 1 year,Paradigm Capital Corporation,Good Loan,Good Loan,1,4,555575,8/10/2021,8/13/2021,8/13/2021,0,715480,8/1/2021 12:00:00 AM,9/13/2021,0,B5,0,Not Verified,30000.0,0.0348,0.118600003,0,,0,,0.0348,1,1,5967.0,1,5000.0,165.740005493,0.118600003,5000,5,5000,5000,1,5967,5967,0.16001777467258108,Low
VA,INDIVIDUAL,2 years,tektonics design group,Good Loan,Good Loan,1,4,555592,8/10/2021,6/12/2021,7/11/2021,0,715498,8/1/2021 12:00:00 AM,8/11/2021,0,B2,0,Not Verified,38500.0,0.148100004,0.107500002,0,,0,,0.148100004,1,1,13039.0,1,12000.0,391.450012207,0.107500002,12000,13,12000,12000,1,13039,13039,0.11979887445164922,Low
NY,INDIVIDUAL,4 years,Citigroup,Good Loan,Good Loan,1,4,555607,7/10/2021,5/16/2021,11/11/2021,0,715513,7/1/2021 12:00:00 AM,12/11/2021,0,B2,0,Verified,54996.0,0.133100003,0.107500002,0,,0,,0.133100003,1,1,6667.0,1,6000.0,195.729995728,0.107500002,6000,9,6000,6000,1,6667,6667,0.15206501454389604,Low
IL,INDIVIDUAL,< 1 year,Pekin Hospital,Good Loan,Good Loan,0,0,555638,8/10/2021,1/15/2021,8/11/2021,0,715551,8/1/2021 12:00:00 AM,9/11/2021,4,A5,0,Verified,110000.0,0.0568,0.0788,0,,0,,0.0568,1,1,21358.0,1,20000.0,625.630004883,0.0788,20000,37,20000,20000,1,21358,21358,0.0790228801125533,Low
